Model,Release Date,Release Year,Model ID,Cluster ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
WayteQ X-Phone (TechFaith Lancer),01-03-09,2009.166667,1566,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.053880693,0.010213477,0.012931034,0.249116608
WayteQ X-Phone Android (TechFaith Lancer),01-03-09,2009.166667,1567,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.053880693,0.010213477,0.012931034,0.249116608
Acer Tempo X960,01-04-09,2009.25,1568,1,0.062471389,0.004193611,0.266165371,0.079136691,0.154471545,0.301587302,0.272578445,0.040983607,0.048749198,0.008971586,0.015409483,0.610297829
Bluebird Pidion BIP-6000,01-04-09,2009.25,1569,6,0.124973296,0.008388246,0.402727644,0.129496403,0.154471545,0.301587302,0.200545703,0.454918033,0.188582425,0.050660557,0.054741379,0.17617365
Dopod S900c (HTC Diamond 500),01-04-09,2009.25,1570,1,0.140598773,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.12414734,0.219262295,0.052597819,0.00687322,0.011853448,0.620646138
HKC Pearl (TechFaith Lancer),01-04-09,2009.25,1571,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.014655172,0.249116608
HTC Dream (HTC Dream 210),01-04-09,2009.25,1572,6,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968
HTC Touch Diamond2 T5353 (HTC Topaz 100),01-04-09,2009.25,1573,1,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287
I-Mate 810-F / 810F (Hummer),01-04-09,2009.25,1574,6,0.062471389,0.004193611,0.311686129,0.057553957,0.089430894,0.103174603,0.162346521,0.256147541,0.060295061,0.014988331,0.019396552,0.298334175
JoinTech JPro Mini Laptop JL7220,01-04-09,2009.25,1575,3,0.062471389,0.031878203,0.266165371,0.381294964,0.284552846,0.222222222,0.596180082,0.454918033,0.166132136,0.237222448,0.159482759,0.22387683
Mio C523 V2 Digi-Walker,01-04-09,2009.25,1576,0,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.339699864,0.131147541,0.095574086,0.038263067,0.038793103,0.21251893
QiGi AK007,01-04-09,2009.25,1577,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.167803547,0.262295082,0.063502245,0.016872578,0.010775862,0.249116608
QiGi AK007C,01-04-09,2009.25,1578,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.167803547,0.262295082,0.063502245,0.016872578,0.010775862,0.249116608
QiGi i6 Goal (TechFaith Lancer),01-04-09,2009.25,1579,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.246311475,0.05644644,0.010748774,0.012931034,0.249116608
QiGi i6C,01-04-09,2009.25,1580,6,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.140518417,0.24795082,0.05644644,0.01081301,0.012931034,0.249116608
Samsung GT-B7300C (Samsung Buckingham),01-04-09,2009.25,1581,6,0.124973296,0.008388246,0.399726275,0.09352518,0.12195122,0.103174603,0.123601637,0.237704918,0.043617704,0.005866861,0.010560345,0.281423523
Samsung SGH-i627 Propel Pro,01-04-09,2009.25,1582,6,0.062471389,0.004193611,0.263664231,0.064748201,0.089430894,0.142857143,0.148703956,0.206557377,0.067992303,0.012247607,0.016594828,0.335941444
Verizon Touch Diamond XV6950 (HTC Diamond 400),01-04-09,2009.25,1583,1,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.121418827,0.213114754,0.050673509,0.005995332,0.011853448,0.620646138
Acer M900 / Tempo  M900,01-05-09,2009.333333,1584,1,0.062471389,0.004193611,0.266165371,0.151079137,0.154471545,0.380952381,0.151432469,0.286885246,0.07055805,0.017579171,0.027586207,0.50454316
Acer Tempo F900,01-05-09,2009.333333,1585,1,0.062471389,0.004193611,0.266165371,0.151079137,0.154471545,0.380952381,0.155525239,0.280737705,0.043296985,0.011091365,0.019396552,0.50454316
Datalogic Mobile Scorpio,01-05-09,2009.333333,1586,3,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.170614307,1,0.096668349
Datalogic Mobile Scorpio GUN,01-05-09,2009.333333,1587,3,0.062471389,0.008388246,0.259662406,0.079136691,0.056910569,0.142857143,0.192360164,0.602459016,0.172546504,0.649080359,0.525862069,0.272589601
Dopod Touch Cruise T4288 (HTC Iolite),01-05-09,2009.333333,1588,6,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.128240109,0.217213115,0.053880693,0.007494165,0.009267241,0.254164563
Getac PS535F,01-05-09,2009.333333,1589,1,0.062471389,0.031878203,0.266165371,0.129496403,0.154471545,0.301587302,0.206684857,0.390368852,0.148813342,0.064985119,0.051724138,0.464159515
HTC Magic (HTC Sapphire 100),01-05-09,2009.333333,1590,6,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968
HTC Snap S521 / Captain (HTC Maple 100),01-05-09,2009.333333,1591,6,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086
HTC Touch Pro2 T7373 (HTC Rhodium 100),01-05-09,2009.333333,1592,1,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065
iconX A410,01-05-09,2009.333333,1593,0,0.062471389,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.311050477,0.147540984,0.076330981,0.030040897,0.024784483,0.21251893
iconX G310,01-05-09,2009.333333,1594,0,0.031220435,0.016777517,0.199635034,0.129496403,0.089430894,0.103174603,0.255115962,0.110655738,0.063502245,0.016594223,0.021551724,0.17617365
Mio Moov 700,01-05-09,2009.333333,1595,3,0.031220435,0.031878203,0.199635034,0.381294964,0.284552846,0.222222222,0.478854025,0.303278689,0.075689545,0.076354838,0.068965517,0.22387683
Mobinnova ICE US,01-05-09,2009.333333,1596,6,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.128240109,0.266393443,0.04425914,0.007536989,0.012931034,0.281423523
Navigon 7300 / 7310,01-05-09,2009.333333,1597,6,0.062471389,0.062079576,0.299680654,0.18705036,0.154471545,0.119047619,0.186357435,0.27295082,0.080821039,0.025180395,0.025862069,0.21251893
Nokia E71x,01-05-09,2009.333333,1598,0,0.062471389,0.004193611,0.184127962,0.050359712,0.089430894,0.103174603,0.137789905,0.266393443,0.025016036,0.004475087,0.014439655,0.315244826
QiGi U8 / U8P,01-05-09,2009.333333,1599,1,0.062471389,0.004193611,0.311686129,0.143884892,0.219512195,0.222222222,0.175989086,0.327868852,0.066709429,0.022910734,0.019396552,0.427814235
RIM BlackBerry Pearl Flip 8230 (RIM Apex),01-05-09,2009.333333,1600,0,0.062471389,0.002096294,0.15561496,0.064748201,0.056910569,0.142857143,0.118690314,0.213114754,0.073123797,0.009485472,0.009051724,0.276375568
Samsung GT-i8910 HD 8GB,01-05-09,2009.333333,1601,1,0.124973296,0.004193611,0.299680654,0.143884892,0.105691057,0.301587302,0.140518417,0.303278689,0.043617704,0.007215811,0.018103448,0.481322564
Samsung SGH-i637 Jack,01-05-09,2009.333333,1602,6,0.124973296,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.145156889,0.257786885,0.041693393,0.008586172,0.009051724,0.308430086
"Apple iPhone 3G CU (Apple iPhone 1,2)",01-06-09,2009.416667,1603,0,0.062471389,0.125838031,0.205637771,0.129496403,0.089430894,0.222222222,0.151705321,0.272540984,0.039769083,0.009442648,0.015732759,0.299343766
"Apple iPhone 3GS 32GB (Apple iPhone 2,1)",01-06-09,2009.416667,1604,6,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.151705321,0.272540984,0.039769083,0.009442648,0.016163793,0.299343766
Datalogic Mobile Memor,01-06-09,2009.416667,1605,0,0.062471389,0.004193611,0.311686129,0.035971223,0.056910569,0.142857143,0.132332879,0.422131148,0.217447081,0.245615913,0.105603448,0.17617365
Datalogic Mobile Memor WAN,01-06-09,2009.416667,1606,3,0.062471389,0.004193611,0.311686129,0.035971223,0.056910569,0.142857143,0.132332879,0.475409836,0.217447081,0.245615913,0.105603448,0.17617365
Google Ion A6161 (HTC Sapphire),01-06-09,2009.416667,1607,6,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968
HKC Prado,01-06-09,2009.416667,1608,1,0.062471389,0.062079576,0.311686129,0.143884892,0.219512195,0.222222222,0.175989086,0.327868852,0.066709429,0.022910734,0.023275862,0.427814235
HTC Dream (HTC Dream 110),01-06-09,2009.416667,1609,6,0.093722343,0.004193611,0.263664231,0.107913669,0.089430894,0.222222222,0.134242838,0.281557377,0.07055805,0.014560092,0.02112069,0.344522968
Mio Explora K70,01-06-09,2009.416667,1610,6,0.124973296,0.004193611,0.263664231,0.129496403,0.056910569,0.182539683,0.150068213,0.271721311,0.037203335,0.008628996,0.012715517,0.22387683
Mio Moov S300 / Spirit 300,01-06-09,2009.416667,1611,0,0.031220435,0.016777517,0.199635034,0.129496403,0.089430894,0.103174603,0.234652115,0.122131148,0.076330981,0.018649766,0.014331897,0.17617365
Mio Moov S401,01-06-09,2009.416667,1612,0,0.062471389,0.016777517,0.199635034,0.18705036,0.154471545,0.119047619,0.328785812,0.12704918,0.076330981,0.029719718,0.016163793,0.21251893
Mio Moov S500 / S505 / Spirit 500,01-06-09,2009.416667,1613,0,0.062471389,0.016777517,0.199635034,0.215827338,0.154471545,0.119047619,0.342428377,0.147540984,0.05035279,0.024066976,0.022413793,0.18525997
Mio Moov S501,01-06-09,2009.416667,1614,0,0.062471389,0.031878203,0.199635034,0.215827338,0.154471545,0.119047619,0.350613915,0.12704918,0.063502245,0.027557116,0,0.18525997
Mio Moov S555 / S556,01-06-09,2009.416667,1615,0,0.062471389,0.031878203,0.199635034,0.215827338,0.154471545,0.119047619,0.342428377,0.147540984,0.05035279,0.024066976,0.022413793,0.18525997
Mio Moov S568,01-06-09,2009.416667,1616,0,0.062471389,0.031878203,0.199635034,0.215827338,0.154471545,0.119047619,0.344338336,0.147540984,0.053880693,0.025587221,0.022413793,0.18525997
Mio Moov S760 / Spirit 760,01-06-09,2009.416667,1617,3,0.062471389,0.016777517,0.199635034,0.381294964,0.284552846,0.222222222,0.502046385,0.231557377,0.060295061,0.057255423,0.051724138,0.22387683
Navigon 8300 / 8310,01-06-09,2009.416667,1618,0,0.062471389,0.008388246,0.266165371,0.223021583,0.154471545,0.119047619,0.215279673,0.350409836,0.100705581,0.044172751,0.044181034,0.177940434
Nokia 5630 XpressMusic,01-06-09,2009.416667,1619,6,0.062471389,0.004193611,0.299680654,0.035971223,0.056910569,0.142857143,0.107776262,0.258196721,0.037844772,0.003789906,0.004956897,0.345784957
Nokia 6730 classic,01-06-09,2009.416667,1620,6,0.062471389,0.002096294,0.299680654,0.035971223,0.056910569,0.142857143,0.107776262,0.258196721,0.037844772,0.00946406,0.004956897,0.308430086
Nokia N86 8MP,01-06-09,2009.416667,1621,0,0.062471389,0.004193611,0.216642789,0.064748201,0.056910569,0.142857143,0.122510232,0.22295082,0.079538165,0.01160525,0.019181034,0.276375568
NTT DoCoMo PRO series HT-03A (HTC Sapphire),01-06-09,2009.416667,1622,6,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.013577586,0.344522968
O2 Xda Diamond 2 (HTC Topaz 100),01-06-09,2009.416667,1623,1,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.127148704,0.241188525,0.048749198,0.007365694,0.012392241,0.626451287
Palm Pre (Palm Castle C),01-06-09,2009.416667,1624,6,0.124973296,0.000121866,0.299680654,0.100719424,0.089430894,0.222222222,0.144802183,0.211188525,0.069595895,0.012290431,0.016163793,0.356133266
QiGi U96,01-06-09,2009.416667,1625,6,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.139154161,0.237704918,0.047466325,0.008350641,0.017241379,0.257193337
Samsung GT-i7500 Galaxy,01-06-09,2009.416667,1626,6,0.093722343,0.125838031,0.263664231,0.107913669,0.089430894,0.222222222,0.135061392,0.270491803,0.037203335,0.006958868,0.011637931,0.344522968
Sprint HTC Snap S511 (HTC Cedar 200),01-06-09,2009.416667,1627,0,0.062471389,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.156889495,0.25,0.04425914,0.010149241,0.012931034,0.308430086
Verizon HTC Ozone XV6175 (HTC Chief),01-06-09,2009.416667,1628,6,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.154160982,0.267008197,0.046504169,0.011112776,0.011853448,0.308430086
"Apple iPhone 3GS CU (Apple iPhone 2,1)",01-07-09,2009.5,1629,6,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.151705321,0.272540984,0.039769083,0.009442648,0.016163793,0.299343766
Dopod Magic A6188 (HTC Sapphire),01-07-09,2009.5,1630,6,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968
Dopod Magic A6188w (HTC Sapphire),01-07-09,2009.5,1631,6,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.133860846,0.262295082,0.04842848,0.008907351,0.012068966,0.344522968
Gigabyte GSmart S1200,01-07-09,2009.5,1632,1,0.140598773,0.008388246,0.263664231,0.100719424,0.154471545,0.380952381,0.12414734,0.231557377,0.033996151,0.00393979,0.009159483,0.645128723
HTC Hero A6262 (HTC Hero 100),01-07-09,2009.5,1633,6,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.135607094,0.258196721,0.052918538,0.009892298,0.016163793,0.344522968
HTC Touch Pro2 CDMA (HTC Rhodium 500),01-07-09,2009.5,1634,1,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.154160982,0.267008197,0.071840924,0.017193756,0.025862069,0.538112065
LG GT500 / GT505,01-07-09,2009.5,1635,6,0.062471389,0.004193611,0.263664231,0.09352518,0.056910569,0.182539683,0.135061392,0.237704918,0.037844772,0.008072287,0.009698276,0.281423523
MENQ EasyPC E720 / EasyPC E790,01-07-09,2009.5,1636,3,0.062471389,0.031878203,0.266165371,0.381294964,0.284552846,0.222222222,0.564802183,0.393442623,0.166132136,0.20266364,0.159482759,0.22387683
Mio Moov M300,01-07-09,2009.5,1637,0,0.031220435,0.016777517,0.199635034,0.129496403,0.089430894,0.103174603,0.236562074,0.121311475,0.08466966,0.020833779,0.016163793,0.17617365
Mio Moov M400,01-07-09,2009.5,1638,0,0.031220435,0.016777517,0.199635034,0.18705036,0.154471545,0.119047619,0.329331514,0.130327869,0.079538165,0.031261375,0.019827586,0.21251893
Mio Moov M400 2GB,01-07-09,2009.5,1639,0,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.329331514,0.130327869,0.079538165,0.031261375,0.019827586,0.21251893
Mio Spirit V505 TV,01-07-09,2009.5,1640,0,0.062471389,0.016777517,0.299680654,0.215827338,0.154471545,0.119047619,0.379263302,0.155737705,0.063502245,0.033916451,0.034482759,0.18525997
Mio Spirit V735 TV,01-07-09,2009.5,1641,3,0.062471389,0.016777517,0.299680654,0.381294964,0.284552846,0.222222222,0.517053206,0.231557377,0.060295061,0.059182494,0.056034483,0.22387683
Navigon 1300 / 1310,01-07-09,2009.5,1642,0,0.031220435,0.008388246,0.187129331,0.129496403,0.089430894,0.103174603,0.241473397,0.094262295,0.069916613,0.015459392,0.013362069,0.17617365
Navigon 2310,01-07-09,2009.5,1643,0,0.031220435,0.031878203,0.187129331,0.129496403,0.089430894,0.103174603,0.241473397,0.094262295,0.069916613,0.015459392,0.013362069,0.17617365
Navigon 3300 max / 3310 max,01-07-09,2009.5,1644,0,0.031220435,0.031878203,0.249657844,0.18705036,0.154471545,0.119047619,0.189358799,0.286885246,0.094932649,0.03098302,0.023706897,0.21251893
Navigon 4310 max / 4350 max,01-07-09,2009.5,1645,0,0.062471389,0.031878203,0.249657844,0.18705036,0.154471545,0.119047619,0.189358799,0.286885246,0.094932649,0.03098302,0.023706897,0.21251893
Navon N260,01-07-09,2009.5,1646,0,0.031220435,0.001047635,0.197634121,0.129496403,0.089430894,0.103174603,0.263301501,0.139344262,0.08274535,0.025330279,0.020689655,0.17617365
Navon N470,01-07-09,2009.5,1647,0,0.031220435,0.001047635,0.197634121,0.18705036,0.154471545,0.119047619,0.320600273,0.147540984,0.08274535,0.033445389,0.034051724,0.21251893
Navon N560,01-07-09,2009.5,1648,0,0.031220435,0.001047635,0.197634121,0.18705036,0.154471545,0.119047619,0.347885402,0.159836066,0.069916613,0.033488213,0.03512931,0.21251893
Nokia 6720 classic,01-07-09,2009.5,1649,6,0.062471389,0.002096294,0.299680654,0.035971223,0.056910569,0.142857143,0.105047749,0.25,0.050673509,0.005395799,0.010775862,0.345784957
Nokia N97c,01-07-09,2009.5,1650,1,0.062471389,0.004193611,0.216642789,0.129496403,0.105691057,0.301587302,0.133151432,0.279508197,0.077934573,0.008179346,0.019396552,0.416961131
NTT DoCoMo PRO series T-01A (Toshiba Tsunagi),01-07-09,2009.5,1651,2,0.124973296,0.008388246,0.499771896,0.172661871,0.154471545,0.380952381,0.173260573,0.327868852,0.024374599,0.009699591,0.01487069,0.463149924
O2 Xda Venn (Pantech Mustang 2),01-07-09,2009.5,1652,0,0.062471389,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.121418827,0.233606557,0.099422707,0.015566452,0.019612069,0.308430086
RIM BlackBerry Tour 9630 (RIM Niagara),01-07-09,2009.5,1653,1,0.124973296,0.004193611,0.263664231,0.050359712,0.154471545,0.142857143,0.151432469,0.258196721,0.051956382,0.011669486,0.015086207,0.494194851
RIM BlackBerry Tour 9630 without camera (RIM Niagara),01-07-09,2009.5,1654,1,0.124973296,0.004193611,0.263664231,0.050359712,0.154471545,0.142857143,0.151432469,0.258196721,0.051956382,0.007001692,0.015086207,0.782180717
Samsung GT-C6625v,01-07-09,2009.5,1655,0,0.062471389,0.004193611,0.196133437,0.064748201,0.089430894,0.103174603,0.154160982,0.26352459,0.037524054,0.008821703,0.010560345,0.276375568
Samsung GT-i8910 16GB / Omnia HD,01-07-09,2009.5,1656,1,0.124973296,0.004193611,0.299680654,0.143884892,0.105691057,0.301587302,0.140518417,0.303278689,0.043617704,0.0102563,0.018103448,0.38869258
"Stuart Hughes iPhone 3GS 22ct Solid Gold (Apple iPhone 2,1)",01-07-09,2009.5,1657,6,0.124973296,0.499999488,0.299680654,0.129496403,0.089430894,0.222222222,0.152796726,0.274590164,0.04425914,0.010748774,0.040948276,0.299343766
T-Mobile Dash 3G (HTC Maple 100),01-07-09,2009.5,1658,6,0.093722343,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.150068213,0.276639344,0.037844772,0.008971586,0.012931034,0.308430086
T-Mobile G2 Touch (HTC Hero 100),01-07-09,2009.5,1659,6,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.135607094,0.258196721,0.052918538,0.009892298,0.016163793,0.344522968
Telstra HTC Touch Pro2 T7381 (HTC Rhodium),01-07-09,2009.5,1660,1,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.143792633,0.274590164,0.067671584,0.015031154,0.025538793,0.538112065
The Medical Phone iCEphone,01-07-09,2009.5,1661,0,0.062471389,0.004193611,0.265665143,0.09352518,0.12195122,0.103174603,0.148158254,0.319672131,0.110327133,0.029077361,0.032327586,0.283947501
TMN Bluebelt (ZTE Xiang),01-07-09,2009.5,1662,0,0.062471389,0.031878203,0.263664231,0.057553957,0.089430894,0.103174603,0.162346521,0.266393443,0.037203335,0.009721003,0.017025862,0.295053004
Toshiba TG01 (Toshiba Tsunagi),01-07-09,2009.5,1663,2,0.124973296,0.008388246,0.499771896,0.172661871,0.154471545,0.380952381,0.173260573,0.327868852,0.024374599,0.009699591,0.01487069,0.463149924
Unitech HT680,01-07-09,2009.5,1664,0,0.062471389,0.008388246,0.259662406,0.071942446,0.056910569,0.142857143,0.132332879,0.495901639,0.1533034,0.050617733,0.056034483,0.259464917
